                    Modec                                   
                    FPSO Cidade de Santos                   
                        Historical Alarm Report      Page :   1
Date : 18/06/13   Time : 20:30:20  Computer ID:FC010802 Rev:27.75.06-C1F2

Time      Date      Alarm                          State       Value        N.m3 or L      Tonnes     ID   Val 
20:05:00  18/06/13  M1 Pres Override in Use         OFF     9.388144E+02   4502354.86     50485.11   1117   0
20:05:00  18/06/13  M1 Temp Override in Use         OFF     4.638727E+01   4502354.86     50485.11   1116   0
20:05:00  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6683324.29     42164.46   1242   1
20:05:00  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4502353.07     50485.10   1142   1
20:04:59  18/06/13  M2 Pres Override in Use          ON     1.805398E+04   6683323.82     42164.46   1217   1
20:04:59  18/06/13  M2 Temp Override in Use          ON     4.520175E+01   6683323.82     42164.46   1216   1
20:04:59  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6683323.82     42164.46   1229   1
20:04:59  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6683323.82     42164.46   1225   1
20:04:59  18/06/13  M1 Pres Override in Use          ON     8.712373E+02   4502352.17     50485.10   1117   1
20:04:59  18/06/13  M1 Temp Override in Use          ON     4.851706E+01   4502352.17     50485.10   1116   1
20:04:59  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4502352.17     50485.10   1129   1
20:04:59  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4502352.17     50485.10   1125   1
20:04:59  18/06/13  M2 MV Communication Fail       Alarm    3.387819E+03   6683323.35     42164.46   1296   1
20:04:59  18/06/13  M1 MV Communication Fail       Alarm    1.283288E+04   4502351.27     50485.10   1196   1
20:03:46  18/06/13  M2 Pres Low                      OK     1.807582E+04   6683255.68     42164.41   1229   0
20:03:46  18/06/13  M2 Temp Low                      OK     4.535168E+01   6683255.68     42164.41   1225   0
20:03:46  18/06/13  M1 DP Low                        OK     2.822004E+01   4502096.73     50484.85   1179   0
20:03:46  18/06/13  M1 Pres Low                      OK     9.199964E+02   4502096.73     50484.85   1129   0
20:03:46  18/06/13  M1 Temp Low                      OK     4.603214E+01   4502096.73     50484.85   1125   0
20:03:27  18/06/13  M2 DP High Range Tx Fail Low     OK     3.585149E+00   6683237.34     42164.39   1242   0
20:03:27  18/06/13  M1 DP High Range Tx Fail Low     OK     3.014566E+01   4502031.58     50484.79   1142   0
20:03:27  18/06/13  M1 DP Low                      Alarm    3.014566E+01   4502031.58     50484.79   1179   1
20:03:26  18/06/13  M2 Pres Override in Use         OFF     1.851809E+04   6683236.87     42164.39   1217   0
20:03:26  18/06/13  M2 Temp Override in Use         OFF     4.538425E+01   6683236.87     42164.39   1216   0
20:03:26  18/06/13  M1 MV Communication Fail         OK     1.027908E+04   4502029.87     50484.78   1196   0
20:03:26  18/06/13  M1 Pres Override in Use         OFF     9.117421E+02   4502029.87     50484.78   1117   0
20:03:26  18/06/13  M1 Temp Override in Use         OFF     4.596783E+01   4502029.87     50484.78   1116   0
20:03:26  18/06/13  M2 MV Communication Fail         OK     3.450464E+03   6683236.39     42164.39   1296   0
20:03:26  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6683236.39     42164.39   1242   1
20:03:26  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4502028.19     50484.78   1142   1
20:03:25  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
20:03:25  18/06/13  M2 Pres Override in Use          ON     1.805185E+04   6683235.91     42164.39   1217   1
20:03:25  18/06/13  M2 Temp Override in Use          ON     4.520115E+01   6683235.91     42164.39   1216   1
20:03:25  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6683235.91     42164.39   1229   1
20:03:25  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6683235.91     42164.39   1225   1
20:03:25  18/06/13  M1 Pres Override in Use          ON     8.698733E+02   4502027.33     50484.78   1117   1
20:03:25  18/06/13  M1 Temp Override in Use          ON     4.857918E+01   4502027.33     50484.78   1116   1
20:03:25  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4502027.33     50484.78   1129   1
20:03:25  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4502027.33     50484.78   1125   1
20:03:25  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
20:03:25  18/06/13  M2 MV Communication Fail       Alarm    3.450559E+03   6683235.43     42164.39   1296   1
20:03:25  18/06/13  M1 MV Communication Fail       Alarm    1.213201E+04   4502026.44     50484.78   1196   1
19:59:12  18/06/13  M2 Pres Low                      OK     1.840889E+04   6682996.52     42164.22   1229   0
19:59:12  18/06/13  M2 Temp Low                      OK     4.535181E+01   6682996.52     42164.22   1225   0
19:58:52  18/06/13  M2 DP High Range Tx Fail Low     OK     3.613734E+00   6682978.00     42164.20   1242   0
19:58:52  18/06/13  M2 MV Communication Fail         OK     3.402917E+03   6682977.52     42164.20   1296   0
19:58:52  18/06/13  M2 Pres Override in Use         OFF     1.832771E+04   6682977.52     42164.20   1217   0
19:58:52  18/06/13  M2 Temp Override in Use         OFF     4.525424E+01   6682977.52     42164.20   1216   0
19:58:51  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6682977.05     42164.20   1242   1
19:58:51  18/06/13  M2 Pres Override in Use          ON     1.803348E+04   6682976.58     42164.20   1217   1
19:58:51  18/06/13  M2 Temp Override in Use          ON     4.519050E+01   6682976.58     42164.20   1216   1
19:58:51  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6682976.58     42164.20   1229   1
19:58:51  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6682976.58     42164.20   1225   1
19:58:50  18/06/13  M2 MV Communication Fail       Alarm    3.404624E+03   6682976.11     42164.20   1296   1
19:57:45  18/06/13  M2 Pres Low                      OK     1.784718E+04   6682915.35     42164.16   1229   0
19:57:45  18/06/13  M2 Temp Low                      OK     4.505951E+01   6682915.35     42164.16   1225   0
19:57:26  18/06/13  M2 DP High Range Tx Fail Low     OK     3.157289E+00   6682897.46     42164.15   1242   0
19:57:25  18/06/13  M2 MV Communication Fail         OK     3.303497E+03   6682897.00     42164.15   1296   0
19:57:25  18/06/13  M2 Pres Override in Use         OFF     1.784096E+04   6682897.00     42164.15   1217   0
19:57:25  18/06/13  M2 Temp Override in Use         OFF     4.509195E+01   6682897.00     42164.15   1216   0
19:57:25  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6682896.54     42164.15   1242   1
19:57:24  18/06/13  M2 Pres Override in Use          ON     1.803325E+04   6682896.08     42164.14   1217   1
19:57:24  18/06/13  M2 Temp Override in Use          ON     4.519225E+01   6682896.08     42164.14   1216   1
19:57:24  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6682896.08     42164.14   1229   1
19:57:24  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6682896.08     42164.14   1225   1
19:57:24  18/06/13  M2 MV Communication Fail       Alarm    3.299704E+03   6682895.62     42164.14   1296   1
19:51:50  18/06/13  M2 Pres Low                      OK     1.793027E+04   6682586.74     42163.92   1229   0
19:51:50  18/06/13  M2 Temp Low                      OK     4.535181E+01   6682586.74     42163.92   1225   0
19:51:50  18/06/13  M1 DP Low                        OK     9.556942E+00   4500229.84     50483.00   1179   0
19:51:50  18/06/13  M1 Pres Low                      OK     8.370817E+02   4500229.84     50483.00   1129   0
19:51:50  18/06/13  M1 Temp Low                      OK     4.923090E+01   4500229.84     50483.00   1125   0
19:51:50  18/06/13  M3 Pres Low                      OK     1.797850E+04   1322212.80       977.14   1329   0
19:51:50  18/06/13  M3 Temp Low                      OK     2.324387E+01   1322212.80       977.14   1325   0
19:51:38  18/06/13  M1 DP Low                      Alarm    8.604115E+00   4500207.11     50482.97   1179   1
19:51:35  18/06/13  M1 DP Low                        OK     6.405918E+00   4500202.67     50482.97   1179   0
19:51:31  18/06/13  M2 DP High Range Tx Fail Low     OK     3.321917E+00   6682568.69     42163.91   1242   0
19:51:31  18/06/13  M1 DP High Range Tx Fail Low     OK     8.070244E+00   4500194.98     50482.96   1142   0
19:51:31  18/06/13  M1 DP Low                      Alarm    8.070244E+00   4500194.98     50482.96   1179   1
19:51:30  18/06/13  M3 DP High Range Tx Fail Low     OK    -9.680326E-02   1322212.80       977.14   1342   0
19:51:30  18/06/13  M2 MV Communication Fail         OK     3.364529E+03   6682568.22     42163.90   1296   0
19:51:30  18/06/13  M2 Pres Override in Use         OFF     1.819325E+04   6682568.22     42163.90   1217   0
19:51:30  18/06/13  M2 Temp Override in Use         OFF     4.554669E+01   6682568.22     42163.90   1216   0
19:51:30  18/06/13  M1 MV Communication Fail         OK     5.538155E+03   4500194.11     50482.96   1196   0
19:51:30  18/06/13  M1 Pres Override in Use         OFF     8.387352E+02   4500194.11     50482.96   1117   0
19:51:30  18/06/13  M1 Temp Override in Use         OFF     4.942477E+01   4500194.11     50482.96   1116   0
19:51:30  18/06/13  M3 Pres Override in Use         OFF     1.797847E+04   1322212.80       977.14   1317   0
19:51:30  18/06/13  M3 Temp Override in Use         OFF     2.324371E+01   1322212.80       977.14   1316   0
19:51:30  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6682567.76     42163.90   1242   1
19:51:30  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4500193.26     50482.96   1142   1
19:51:29  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
19:51:29  18/06/13  M3 Pres Override in Use          ON     1.797839E+04   1322212.80       977.14   1317   1
19:51:29  18/06/13  M3 Temp Override in Use          ON     2.335057E+01   1322212.80       977.14   1316   1
19:51:29  18/06/13  M2 Pres Override in Use          ON     1.803776E+04   6682567.29     42163.90   1217   1
19:51:29  18/06/13  M2 Temp Override in Use          ON     4.518241E+01   6682567.29     42163.90   1216   1
19:51:29  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6682567.29     42163.90   1229   1
19:51:29  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6682567.29     42163.90   1225   1
19:51:29  18/06/13  M1 Pres Override in Use          ON     8.669786E+02   4500192.46     50482.96   1117   1
19:51:29  18/06/13  M1 Temp Override in Use          ON     4.897528E+01   4500192.46     50482.96   1116   1
19:51:29  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4500192.46     50482.96   1129   1
19:51:29  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4500192.46     50482.96   1125   1
19:51:29  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
19:51:29  18/06/13  M2 MV Communication Fail       Alarm    3.373653E+03   6682566.82     42163.90   1296   1
19:51:29  18/06/13  M1 MV Communication Fail       Alarm    5.224843E+03   4500191.68     50482.96   1196   1
19:38:14  18/06/13  M1 DP Low                        OK     7.411509E+00   4498745.73     50481.52   1179   0
19:38:14  18/06/13  M1 Pres Low                      OK     8.710961E+02   4498745.73     50481.52   1129   0
19:38:14  18/06/13  M1 Temp Low                      OK     4.990994E+01   4498745.73     50481.52   1125   0
19:37:54  18/06/13  M1 DP High Range Tx Fail Low     OK     9.668598E+00   4498713.11     50481.49   1142   0
19:37:54  18/06/13  M1 DP Low                      Alarm    9.668598E+00   4498713.11     50481.49   1179   1
19:37:54  18/06/13  M1 MV Communication Fail         OK     6.398185E+03   4498712.16     50481.49   1196   0
19:37:54  18/06/13  M1 Pres Override in Use         OFF     8.661422E+02   4498712.16     50481.49   1117   0
19:37:54  18/06/13  M1 Temp Override in Use         OFF     4.981320E+01   4498712.16     50481.49   1116   0
19:37:53  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4498711.20     50481.49   1142   1
19:37:53  18/06/13  M1 Pres Override in Use          ON     8.666765E+02   4498710.34     50481.49   1117   1
19:37:53  18/06/13  M1 Temp Override in Use          ON     4.901381E+01   4498710.34     50481.49   1116   1
19:37:53  18/06/13  M1 DP Low                        OK     7.998088E+00   4498710.34     50481.49   1179   0
19:37:52  18/06/13  M1 MV Communication Fail       Alarm    6.308625E+03   4498709.47     50481.49   1196   1
19:37:46  18/06/13  M1 DP High Range Tx Fail Low     OK     7.158097E+00   4498698.34     50481.47   1142   0
19:37:46  18/06/13  M1 DP Low                      Alarm    7.158097E+00   4498698.34     50481.47   1179   1
19:37:45  18/06/13  M1 MV Communication Fail         OK     5.529786E+03   4498697.52     50481.47   1196   0
19:37:45  18/06/13  M1 Pres Override in Use         OFF     8.684543E+02   4498697.52     50481.47   1117   0
19:37:45  18/06/13  M1 Temp Override in Use         OFF     4.971606E+01   4498697.52     50481.47   1116   0
19:37:45  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4498696.70     50481.47   1142   1
19:37:44  18/06/13  M1 Pres Override in Use          ON     8.666729E+02   4498695.93     50481.47   1117   1
19:37:44  18/06/13  M1 Temp Override in Use          ON     4.901217E+01   4498695.93     50481.47   1116   1
19:37:44  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4498695.93     50481.47   1129   1
19:37:44  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4498695.93     50481.47   1125   1
19:37:44  18/06/13  M1 MV Communication Fail       Alarm    5.365936E+03   4498695.16     50481.47   1196   1
19:37:09  18/06/13  M2 Pres Low                      OK     1.814196E+04   6681768.08     42163.32   1229   0
19:37:09  18/06/13  M2 Temp Low                      OK     4.515707E+01   6681768.08     42163.32   1225   0
19:36:50  18/06/13  M2 DP High Range Tx Fail Low     OK     3.408818E+00   6681749.87     42163.31   1242   0
19:36:49  18/06/13  M2 MV Communication Fail         OK     3.349232E+03   6681749.40     42163.31   1296   0
19:36:49  18/06/13  M2 Pres Override in Use         OFF     1.804494E+04   6681749.40     42163.31   1217   0
19:36:49  18/06/13  M2 Temp Override in Use         OFF     4.509195E+01   6681749.40     42163.31   1216   0
19:36:48  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6681748.47     42163.31   1242   1
19:36:48  18/06/13  M2 Pres Override in Use          ON     1.803635E+04   6681748.01     42163.30   1217   1
19:36:48  18/06/13  M2 Temp Override in Use          ON     4.516912E+01   6681748.01     42163.30   1216   1
19:36:48  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6681748.01     42163.30   1229   1
19:36:48  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6681748.01     42163.30   1225   1
19:36:47  18/06/13  M2 MV Communication Fail       Alarm    3.352362E+03   6681747.54     42163.30   1296   1
19:20:29  18/06/13  M2 Pres Low                      OK     1.799370E+04   6680837.47     42162.64   1229   0
19:20:29  18/06/13  M2 Temp Low                      OK     4.528680E+01   6680837.47     42162.64   1225   0
19:20:29  18/06/13  M1 DP Low                        OK     1.222655E+01   4496733.50     50479.52   1179   0
19:20:29  18/06/13  M1 Pres Low                      OK     8.545773E+02   4496733.50     50479.52   1129   0
19:20:29  18/06/13  M1 Temp Low                      OK     4.894049E+01   4496733.50     50479.52   1125   0
19:20:09  18/06/13  M2 DP High Range Tx Fail Low     OK     3.114186E+00   6680819.46     42162.63   1242   0
19:20:09  18/06/13  M1 DP High Range Tx Fail Low     OK     1.292603E+01   4496692.84     50479.48   1142   0
19:20:09  18/06/13  M1 DP Low                      Alarm    1.292603E+01   4496692.84     50479.48   1179   1
19:20:09  18/06/13  M2 MV Communication Fail         OK     3.312281E+03   6680819.00     42162.63   1296   0
19:20:09  18/06/13  M2 Pres Override in Use         OFF     1.790445E+04   6680819.00     42162.63   1217   0
19:20:09  18/06/13  M2 Temp Override in Use         OFF     4.531940E+01   6680819.00     42162.63   1216   0
19:20:09  18/06/13  M1 MV Communication Fail         OK     7.535707E+03   4496691.74     50479.48   1196   0
19:20:09  18/06/13  M1 Pres Override in Use         OFF     8.509449E+02   4496691.74     50479.48   1117   0
19:20:09  18/06/13  M1 Temp Override in Use         OFF     4.874646E+01   4496691.74     50479.48   1116   0
19:20:08  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6680818.54     42162.62   1242   1
19:20:08  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4496690.64     50479.48   1142   1
19:20:08  18/06/13  M2 Pres Override in Use          ON     1.803192E+04   6680818.08     42162.62   1217   1
19:20:08  18/06/13  M2 Temp Override in Use          ON     4.515586E+01   6680818.08     42162.62   1216   1
19:20:08  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6680818.08     42162.62   1229   1
19:20:08  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6680818.08     42162.62   1225   1
19:20:08  18/06/13  M1 Pres Override in Use          ON     8.673171E+02   4496689.78     50479.48   1117   1
19:20:08  18/06/13  M1 Temp Override in Use          ON     4.882877E+01   4496689.78     50479.48   1116   1
19:20:08  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4496689.78     50479.48   1129   1
19:20:08  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4496689.78     50479.48   1125   1
19:20:07  18/06/13  M2 MV Communication Fail       Alarm    3.310316E+03   6680817.62     42162.62   1296   1
19:20:07  18/06/13  M1 MV Communication Fail       Alarm    8.285585E+03   4496688.92     50479.48   1196   1
19:14:44  18/06/13  M2 Pres Low                      OK     1.828300E+04   6680516.10     42162.40   1229   0
19:14:44  18/06/13  M2 Temp Low                      OK     4.567670E+01   6680516.10     42162.40   1225   0
19:14:24  18/06/13  M2 DP High Range Tx Fail Low     OK     3.464065E+00   6680497.77     42162.39   1242   0
19:14:24  18/06/13  M2 MV Communication Fail         OK     3.370508E+03   6680497.30     42162.39   1296   0
19:14:24  18/06/13  M2 Pres Override in Use         OFF     1.818293E+04   6680497.30     42162.39   1217   0
19:14:24  18/06/13  M2 Temp Override in Use         OFF     4.564410E+01   6680497.30     42162.39   1216   0
19:14:23  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6680496.83     42162.39   1242   1
19:14:23  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
19:14:23  18/06/13  M2 Pres Override in Use          ON     1.802360E+04   6680496.37     42162.39   1217   1
19:14:23  18/06/13  M2 Temp Override in Use          ON     4.511427E+01   6680496.37     42162.39   1216   1
19:14:23  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6680496.37     42162.39   1229   1
19:14:23  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6680496.37     42162.39   1225   1
19:14:22  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
19:14:22  18/06/13  M2 MV Communication Fail       Alarm    3.371783E+03   6680495.90     42162.39   1296   1
19:04:30  18/06/13  M2 Pres Low                      OK     1.802961E+04   6679947.01     42161.99   1229   0
19:04:30  18/06/13  M2 Temp Low                      OK     4.548196E+01   6679947.01     42161.99   1225   0
19:04:10  18/06/13  M2 DP High Range Tx Fail Low     OK     3.107574E+00   6679928.96     42161.97   1242   0
19:04:10  18/06/13  M2 MV Communication Fail         OK     3.320074E+03   6679928.50     42161.97   1296   0
19:04:10  18/06/13  M2 Pres Override in Use         OFF     1.791836E+04   6679928.50     42161.97   1217   0
19:04:10  18/06/13  M2 Temp Override in Use         OFF     4.535196E+01   6679928.50     42161.97   1216   0
19:04:09  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6679928.04     42161.97   1242   1
19:04:09  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
19:04:09  18/06/13  M2 Pres Override in Use          ON     1.802640E+04   6679927.58     42161.97   1217   1
19:04:09  18/06/13  M2 Temp Override in Use          ON     4.505675E+01   6679927.58     42161.97   1216   1
19:04:09  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6679927.58     42161.97   1229   1
19:04:09  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6679927.58     42161.97   1225   1
19:04:08  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
19:04:08  18/06/13  M2 MV Communication Fail       Alarm    3.312179E+03   6679927.12     42161.97   1296   1
19:01:04  18/06/13  M2 Pres Low                      OK     1.777741E+04   6679758.42     42161.85   1229   0
19:01:04  18/06/13  M2 Temp Low                      OK     4.528680E+01   6679758.42     42161.85   1225   0
19:00:45  18/06/13  M2 DP High Range Tx Fail Low     OK     3.090429E+00   6679740.59     42161.84   1242   0
19:00:44  18/06/13  M2 MV Communication Fail         OK     3.306555E+03   6679740.13     42161.84   1296   0
19:00:44  18/06/13  M2 Pres Override in Use         OFF     1.789184E+04   6679740.13     42161.84   1217   0
19:00:44  18/06/13  M2 Temp Override in Use         OFF     4.541681E+01   6679740.13     42161.84   1216   0
19:00:44  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6679739.67     42161.84   1242   1
19:00:43  18/06/13  M2 Pres Override in Use          ON     1.803696E+04   6679739.21     42161.84   1217   1
19:00:43  18/06/13  M2 Temp Override in Use          ON     4.504138E+01   6679739.21     42161.84   1216   1
19:00:43  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6679739.21     42161.84   1229   1
19:00:43  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6679739.21     42161.84   1225   1
19:00:43  18/06/13  M2 MV Communication Fail       Alarm    3.311126E+03   6679738.75     42161.83   1296   1
18:52:02  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
18:52:02  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
18:51:24  18/06/13  M2 Pres Low                      OK     1.756401E+04   6679224.64     42161.46   1229   0
18:51:24  18/06/13  M2 Temp Low                      OK     4.496207E+01   6679224.64     42161.46   1225   0
18:51:05  18/06/13  M2 DP High Range Tx Fail Low     OK     2.912510E+00   6679207.11     42161.45   1242   0
18:51:04  18/06/13  M2 MV Communication Fail         OK     3.264498E+03   6679206.65     42161.45   1296   0
18:51:04  18/06/13  M2 Pres Override in Use         OFF     1.762368E+04   6679206.65     42161.45   1217   0
18:51:04  18/06/13  M2 Temp Override in Use         OFF     4.515707E+01   6679206.65     42161.45   1216   0
18:51:04  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6679206.19     42161.45   1242   1
18:51:03  18/06/13  M2 Pres Override in Use          ON     1.806199E+04   6679205.74     42161.44   1217   1
18:51:03  18/06/13  M2 Temp Override in Use          ON     4.500689E+01   6679205.74     42161.44   1216   1
18:51:03  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6679205.74     42161.44   1229   1
18:51:03  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6679205.74     42161.44   1225   1
18:51:03  18/06/13  M2 MV Communication Fail       Alarm    3.259592E+03   6679205.29     42161.44   1296   1
18:46:22  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
18:46:22  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
18:35:18  18/06/13  M1 DP High                       OK     2.616574E+01   4491043.36     50473.87   1180   0
18:34:05  18/06/13  M1 Flowrate High High Alarm      OK     1.295938E+04   4490775.89     50473.61   1123   0
18:30:31  18/06/13  M4 DP High                     Alarm    4.550378E+01   1321238.70     53028.49   1480   1
18:29:42  18/06/13  M2 Pres Low                      OK     1.786075E+04   6678018.49     42160.58   1229   0
18:29:42  18/06/13  M2 Temp Low                      OK     4.505966E+01   6678018.49     42160.58   1225   0
18:29:42  18/06/13  M1 DP Low                        OK     5.037766E+01   4489689.87     50472.53   1179   0
18:29:42  18/06/13  M1 Pres Low                      OK     9.163707E+02   4489689.87     50472.53   1129   0
18:29:42  18/06/13  M1 Temp Low                      OK     4.654843E+01   4489689.87     50472.53   1125   0
18:29:23  18/06/13  M2 DP High Range Tx Fail Low     OK     3.211881E+00   6678000.56     42160.56   1242   0
18:29:23  18/06/13  M1 DP High Range Tx Fail Low     OK     4.724807E+01   4489603.79     50472.44   1142   0
18:29:23  18/06/13  M1 DP Low                      Alarm    4.724807E+01   4489603.79     50472.44   1179   1
18:29:22  18/06/13  M2 MV Communication Fail         OK     3.314267E+03   6678000.10     42160.56   1296   0
18:29:22  18/06/13  M2 Pres Override in Use         OFF     1.789835E+04   6678000.10     42160.56   1217   0
18:29:22  18/06/13  M2 Temp Override in Use         OFF     4.509207E+01   6678000.10     42160.56   1216   0
18:29:22  18/06/13  M1 MV Communication Fail         OK     1.247558E+04   4489601.71     50472.44   1196   0
18:29:22  18/06/13  M1 Pres Override in Use         OFF     9.206623E+02   4489601.71     50472.44   1117   0
18:29:22  18/06/13  M1 Temp Override in Use         OFF     4.645169E+01   4489601.71     50472.44   1116   0
18:29:22  18/06/13  M1 DP High                     Alarm    4.727505E+01   4489601.71     50472.44   1180   1
